"","event_hash","variable","place_hash","name_cleaner_a","name_cleaner_b","rex_match","string_dist_osa"
"16241","eca7f89","V10","aa771e91202d66cb","kiruri","mitero",NA,4
"16242","eccc3574","V1","77ba68800612f0e5","mukuruneini","muyu",NA,8
"16243","eccc3574","V3","ef36c6445d77331f","mukuruneini","ithekahuno",NA,10
"16244","eccc3574","V4","57f42d180115a48d","mukuruneini","thageini",NA,7
"16245","eccc3574","V5","21b4bf4150d6de1a","mukuruneini","ngenge",NA,10
"16246","eccc3574","V7","7a00eeb616a6558d","mukuruneini","mukumba",NA,7
"16247","eccc3574","V8","6a3e99684e4d56b1","mukuruneini","riamuangi",NA,9
"16248","eccc3574","V9","9893bdaee255601a","mukuruneini","kiro",NA,9
"16249","eccc3574","V10","fce29a3e850c0968","mukuruneini","riamwangi",NA,9
"16250","ecfcc59c","V1","628253366ff0c5df","aceandall","segara",NA,7
"16251","ecfcc59c","V2","9974614fe6187a74","aceandall","segera ranch",NA,9
"16252","ecfcc59c","V6","6d9d99ecda56ae44","aceandall","segera",NA,7
"16253","ecfcc59c","V8","e50dca92c589477a","aceandall","segera retreat",NA,12
"16254","ed2fffe7","V1","8d4a4236d3d6e57e","oultons area","laikipia army base",NA,14
"16255","ed2fffe7","V2","cbcb535d8f2c3685","oultons area","mount kenya road",NA,9
"16256","ed2fffe7","V4","c3cfd76d1d539248","oultons area","liki north",NA,10
"16257","ed2fffe7","V7","ea8a84f0b5b05cbc","oultons area","nanyuki sports club",NA,15
"16258","ed2fffe7","V8","6928d4016e0d7e37","oultons area","kongoni lodge",NA,10
"16259","ed2fffe7","V9","bbb039fd8c742687","oultons area","kirugutu",NA,12
"16260","ed2fffe7","V10","02cd603dae6885d6","oultons area","likinorth",NA,10
"16261","ed324adb","V1","9db99148a0cac7ce","kiamutugu","ngariama",NA,8
"16262","ed324adb","V4","511f513eb7c27841","kiamutugu","karithathi",NA,8
"16263","ed324adb","V5","45b26a9aaa144b20","kiamutugu","karia",NA,7
"16264","ed324adb","V8","4bc7d2563eed8c6b","kiamutugu","kagaari sublocation",NA,15
"16265","ed324adb","V10","fa416e9103fd4994","kiamutugu","kagaarisublocation",NA,14
"16266","ed3c1282","V1","f355ed5a7b5a6d1a","forest area","tatu mlima",NA,10
"16267","ed3c1282","V2","ea2c73c231eeaee2","forest area","kariandus",NA,10
"16268","ed3c1282","V4","1fb5f898de038c76","forest area","ngiriandus",NA,11
"16269","ed3c1282","V5","a9827b1ef7cb6105","forest area","mlima tatu",NA,9
"16270","ed49a82a","V1","27e2a01964dd3f42","lari","moi road kamuchege",NA,17
"16271","ed49a82a","V2","de4e11c0d8c60185","lari","gititu",NA,5
"16272","ed49a82a","V3","dd021577ed31fdeb","lari","kachu",NA,4
"16273","ed49a82a","V4","4209973fb19bf75b","lari","gathiruini",NA,7
"16274","ed49a82a","V9","043b8d5f279c0182","lari","kanjai sublocation",NA,15
"16275","ed4f8a4f","V1","f720aa7f5259d1da","kiambu","matungulu estate primary school",NA,29
"16276","ed4f8a4f","V2","baaee14476ad0300","kiambu","kyamutwoi",NA,6
"16277","ed4f8a4f","V4","468ea862d735fcf0","kiambu","mutjoi",NA,6
"16278","ed4f8a4f","V10","d9b4853ea908c218","kiambu","matungulu estate",NA,15
"16279","ed5e3ce6","V1","f105ab9c0ead758b","mutira","makangu halt",NA,10
"16280","ed5e3ce6","V2","56f47e38b9b2b856","mutira","makaungu halt",NA,10
"16281","ed5e3ce6","V8","4d9d7990e95331d0","mutira","kathara sublocation",NA,16
"16282","ed8e6fcf","V1","1027f8c9cd64d8ed","karama","muthara",NA,5
"16283","ed8e6fcf","V2","c448b046bbb808b7","karama","beautiful gate hotel",NA,18
"16284","ed8e6fcf","V3","cf1e5c6f15fce7bf","karama","new base bar",NA,10
"16285","ed8e6fcf","V7","493669622a5c8ccd","karama","ncuui",NA,6
"16286","edb0c70c","V1","f6f8f89d3f1bc792","loc 14","mbitasublocation",NA,13
"16287","edb0c70c","V2","0e1f2a11d8a8a484","loc 14","thuita",NA,6
"16288","edb0c70c","V3","5b327643189864b1","loc 14","kathukeni",NA,9
"16289","edb0c70c","V4","e2ecce2ec321bb41","loc 14","gathukiini",NA,10
"16290","edb0c70c","V7","ebbc1b7bc8238163","loc 14","kahigaini shopping store",NA,22
"16291","edd565f0","V1","624d37e355a60c44","githunguri","kiandemi sublocation",NA,17
"16292","edd565f0","V4","c0e42b4f88de2431","githunguri","kiandemisublocation",NA,16
"16293","edd565f0","V5","de65b2ea1d913986","githunguri","thunguri",NA,2
"16294","edd565f0","V7","aceb78af1984ea82","githunguri","karik",NA,9
"16295","edd565f0","V8","8bad26778f37bd06","githunguri","ruruguti",NA,6
"16296","edde9f78","V1","45a86e244f3fe70b","kelsall","portmans bridge",NA,14
"16297","edde9f78","V3","ac7473823c2373d2","kelsall","turasharidgesettlementscheme",NA,25
"16298","edde9f78","V4","d2e94ecf9eecce88","kelsall","portmansbridge",NA,13
"16299","edde9f78","V6","6e5eb7845204f33f","kelsall","turasha ridge settlement scheme",NA,28
"16300","edde9f78","V7","f273e5c84e110710","kelsall","turasha settlement",NA,15
"16301","edde9f78","V10","ae919688698c60f9","kelsall","kipipirilocation",NA,13
"16302","edf79288","V1","78da411e1c8246c0","muruka","karangaita",NA,8
"16303","edf79288","V4","a65f17b037081861","muruka","delamerepeak",NA,9
"16304","edf79288","V5","767af4ae4c1e7530","muruka","coryndonpeak",NA,10
"16305","edf79288","V6","8d4be92a3ef2fbdc","muruka","macmillanpeak",NA,11
"16306","edf79288","V7","d1db8d86e055b515","muruka","kenya mount",NA,10
"16307","edf79288","V8","70d643a20a5acbe5","muruka","lions court",NA,10
"16308","edf79288","V9","54864c10155fbe31","muruka","naromoru",NA,7
"16309","edf79288","V10","2d6ce443b03a6939","muruka","kangaita",NA,7
"16310","ee077568","V4","38d040ac4f7f581c","curry","small pesi",NA,10
"16311","ee077568","V10","fd36d8bac15156be","curry","longridges",NA,9
"16312","ee321df6","V1","f890f67730afcbe8","kangema","kahuhia",NA,4
"16313","ee321df6","V2","d060de53b5bb1924","kangema","karuri",NA,5
"16314","ee321df6","V4","8898d0821e3db5af","kangema","gacharaigu",NA,8
"16315","ee321df6","V6","950571c1a15bcf87","kangema","gacaraigu",NA,8
"16316","ee321df6","V7","3c766a7f5ccb9ef4","kangema","kaboko",NA,5
"16317","ee321df6","V9","4746cac337617a62","kangema","kabuko",NA,5
"16318","ee321df6","V10","68998c9c11c1d9be","kangema","kirogo sublocation",NA,15
"16319","ee353acd","V1","c20df3ba6ec60d19","embu","waraga",NA,6
"16320","ee353acd","V4","1d858eacae214656","embu","mukuuni",NA,6
"16321","ee353acd","V6","d4695275d7366d50","embu","magumoni",NA,7
"16322","ee353acd","V8","6602550c8cb9dd75","embu","mukuunisublocation",NA,17
"16323","ee353acd","V9","0890ad776d9366aa","embu","kiganjo",NA,7
"16324","ee353acd","V10","6e91f65048405a02","embu","kinoru",NA,5
"16325","ee55bb31","V8","bf2b5f8f43e9656a","aberdarea","kabage",NA,6
"16326","ee5eb54d","V1","44004efae703ef7f","benns farm","nenepa",NA,7
"16327","ee5eb54d","V5","8cd6e7f3e966da7b","benns farm","muruaki",NA,9
"16328","ee5eb54d","V7","9c312ba33045d4ef","benns farm","nunjoro farm",NA,6
"16329","ee5eb54d","V9","53e13bc2dc7c1228","benns farm","engare mugutyu",NA,12
"16330","ee5eb54d","V10","9d6fb9fc1a36fb51","benns farm","mogotiu",NA,10
"16331","ee78f008","V8","5ddbf32f60c49488","fort hall","kiiriongoro",NA,10
"16332","ee78f008","V9","b50f19b63feefe64","fort hall","kirere sublocation",NA,15
"16333","ee7bc8ce","V1","d7fa7d5f9415570b","delamere estates","kirimon",NA,15
"16334","ee7bc8ce","V3","ac40e34bc9409c69","delamere estates","sosian",NA,14
"16335","ee7bc8ce","V5","d3d15780abd9b446","delamere estates","uaso narok",NA,13
"16336","ee7bc8ce","V6","8e5d65e7f7cc2130","delamere estates","ewaso narok",NA,12
"16337","ee7bc8ce","V7","68864533979227c1","delamere estates","narok river",NA,13
"16338","ee7bc8ce","V8","13f984fab5e294b6","delamere estates","engare uaso narok",NA,13
"16339","ee7bc8ce","V9","3e9d855e898469df","delamere estates","euaso narok",NA,12
"16340","ee7bc8ce","V10","24c1c12222f040ca","delamere estates","guaso narok",NA,13
"16341","eea76570","V1","87066b3c24a078f4","kagumo loc 2","gikui",NA,11
"16342","eea76570","V2","730a2e37b19a189b","kagumo loc 2","iyego ihiga",NA,10
"16343","eea76570","V4","534349b4111b81b2","kagumo loc 2","kigumo",NA,7
"16344","eea98615","V2","1232ac9ffd903cf9","embu","ruiru",NA,4
"16345","eea98615","V8","e64e4cc4807e0c26","embu","mutira",NA,6
"16346","eea98615","V9","384f98b7ddecc778","embu","kamuiru",NA,5
"16347","eeab8881","V1","1fb4021667d8a2ca","kedong valley","ilkeekonyukie section",NA,16
"16348","eeab8881","V2","c9ea547db105a8fd","kedong valley","ilkekonyukie section",NA,15
"16349","eeab8881","V3","e12bfa8638a499f7","kedong valley","ilkekonukie",NA,10
"16350","eeab8881","V10","f3165f05e9f570d7","kedong valley","gicherudiatomitediggings",NA,21
"16351","eeb48fb6","V1","2887f7ef5a1b0496","kagaari","hkem",NA,7
"16352","eeb48fb6","V2","579e535f0ee8918f","kagaari","embu airport",NA,10
"16353","eeb48fb6","V4","077365115b461bcc","kagaari","kamutongi",NA,6
"16354","eeb48fb6","V8","c40af7d972e889f4","kagaari","kiamuringa",NA,7
"16355","eeca5f6c","V1","9b691edc064ec8c8","mac lellan","losogwa",NA,9
"16356","eeca5f6c","V3","f69123747a167d07","mac lellan","igwamiti",NA,10
"16357","eeca5f6c","V5","9e1a1ebd655fd02a","mac lellan","olarinyiro",NA,10
"16358","eeca5f6c","V6","0d3a9ce5e8d1171b","mac lellan","marmanet",NA,8
"16359","eeca5f6c","V7","4e1a7a650775eb4d","mac lellan","gituandaga",NA,10
"16360","eeca5f6c","V8","357de26fc5fcf77e","mac lellan","nyahururu",NA,10
"16361","eed9c753","V1","d8efb582e4976a84","burguret river","nkuenelocation",NA,13
"16362","eed9c753","V2","f490636e2a7a6945","burguret river","kanyekine",NA,11
"16363","eed9c753","V3","a92afa6bbb0f00b6","burguret river","simbataru",NA,12
"16364","eed9c753","V4","72c30b63254a995d","burguret river","simba taru",NA,12
"16365","eed9c753","V6","45ac52843e6743be","burguret river","chuuri",NA,11
"16366","eed9c753","V7","aac668371c299565","burguret river","keiemene",NA,12
"16367","eed9c753","V8","cd7ed5d54b0241d8","burguret river","burguret",NA,6
"16368","eed9c753","V9","a9d7d5188ac6cdd7","burguret river","wuguziru",NA,10
"16369","eed9c753","V10","bb32a8ca5afc0882","burguret river","waguziru",NA,11
"16370","eeddf38a","V1","ea90208909606853","kirua","mpunguru",NA,7
"16371","eeddf38a","V2","aaf6556d22f7e666","kirua","thaichusublocation",NA,15
"16372","eeddf38a","V5","ef5043d358886876","kirua","gatunga",NA,5
"16373","eeddf38a","V6","7dd4e326aac7caa4","kirua","kilewe",NA,4
"16374","eeddf38a","V7","4ab27ff404d6689e","kirua","murera",NA,4
"16375","eeddf38a","V8","d7faf2f10756c295","kirua","merugamepark",NA,9
"16376","eeddf38a","V9","26b26a4379aaf5ab","kirua","biliakara",NA,7
"16377","eeddf38a","V10","aeb8cab1160c0719","kirua","thaichu sublocation",NA,16
"16378","eee40e17","V1","0294e4d2ea2dcee0","upper burgurat river","gathiuru forest station",NA,19
"16379","eee40e17","V2","35e5031cdcf1f592","upper burgurat river","nanyuki forest station",NA,19
"16380","eee40e17","V5","8844ce63b52fb11b","upper burgurat river","nanyukiforeststation",NA,18
"16381","eee40e17","V6","3d911612c4c29619","upper burgurat river","githima",NA,17
"16382","eee40e17","V7","2be77c314e487e25","upper burgurat river","heho",NA,19
"16383","eee40e17","V8","cd7ed5d54b0241d8","upper burgurat river","burguret",NA,13
"16384","eee40e17","V9","aac668371c299565","upper burgurat river","keiemene",NA,18
"16385","eee40e17","V10","45ac52843e6743be","upper burgurat river","chuuri",NA,16
"16386","eef562fd","V1","daf47907b1099def","giakanja thegenge loc","giakanja",NA,13
"16387","eef562fd","V2","ba80ae438a96e7c6","giakanja thegenge loc","giakanja secondary school",NA,13
"16388","eef562fd","V3","392750c80c1ea8b1","giakanja thegenge loc","giakanja primary school",NA,13
"16389","eef562fd","V4","e69c4dc03ec1444d","giakanja thegenge loc","giachamwengi",NA,14
"16390","eef562fd","V6","28e857f6c56804fb","giakanja thegenge loc","kiunyu dam",NA,18
"16391","eef7fc4a","V1","c823f66d5d1908a0","nanyuki bridge","nakumatt",NA,11
"16392","eef7fc4a","V2","1bcf9fa8a3a667a7","nanyuki bridge","sagana road",NA,11
"16393","eef7fc4a","V4","f3a3e76d9a85c812","nanyuki bridge","cmc show room",NA,13
"16394","eef7fc4a","V5","097f5d5b3803fd83","nanyuki bridge","caltex",NA,13
"16395","eef7fc4a","V6","04c9647ce8534089","nanyuki bridge","irura rd",NA,10
"16396","eef7fc4a","V7","93d133b069155525","nanyuki bridge","equity bank",NA,12
"16397","eef7fc4a","V8","e51d6d22f7372720","nanyuki bridge","st moses primary school",NA,20
"16398","eef7fc4a","V10","a356c433e0772e25","nanyuki bridge","marina grill",NA,10
"16399","ef04b3bd","V1","a001f353c6f33dbb","location 1","wanjohi",NA,8
"16400","ef04b3bd","V2","a2bfca3a084269b5","location 1","keruri",NA,9
"16401","ef04b3bd","V10","051a2aeaa8f6aa50","location 1","muirungi",NA,9
"16402","ef0cc074","V1","7b32d3b5ee742262","mcconnell","kiborok estate",NA,12
"16403","ef0cc074","V2","b1e97ca3e744c002","mcconnell","kiruguya",NA,9
"16404","ef0cc074","V3","58c4484fd9c31c06","mcconnell","silibwet",NA,8
"16405","ef0cc074","V5","a887f7af88a498dc","mcconnell","tighnabruaich estate",NA,18
"16406","ef0cc074","V6","0202134939d9bf89","mcconnell","natal farms",NA,11
"16407","ef0cc074","V7","0fc3b95f31f3f85b","mcconnell","serengugt farm",NA,13
"16408","ef0cc074","V10","1f92511b737c3535","mcconnell","kismet farm",NA,11
"16409","ef23897b","V1","08c5c5e9437eb02d","nkwego","chera",NA,5
"16410","ef23897b","V5","49bda6040ea8e008","nkwego","karingani",NA,8
"16411","ef23897b","V6","ffff737a104f7e10","nkwego","muiru",NA,6
"16412","ef23897b","V8","45b64b7f8740a9e3","nkwego","nguthika",NA,7
"16413","ef23897b","V9","6ed36ec258c6b5e4","nkwego","muirusublocation",NA,15
"16414","ef23897b","V10","30b6217d0c0cff32","nkwego","muiru sublocation",NA,16
"16415","ef89fb90","V1","b1fe9e725a2ac65a","gitoba","kiamatugu",NA,7
"16416","ef89fb90","V2","8c74123ad63e1948","gitoba","kiamatogo",NA,6
"16417","ef89fb90","V3","b32670cf96b79d87","gitoba","kiamutugu",NA,7
"16418","efab1da5","V1","21d40f0ae37588aa","kinyona","gikigie",NA,6
"16419","efab1da5","V8","50e67918c1e1d1a8","kinyona","munungaichichi road",NA,17
"16420","efb05223","V1","1f414665da0b9117","githumu","mathareini",NA,8
"16421","efb05223","V3","3a420c0c85be66bf","githumu","kariuwa",NA,6
"16422","efb05223","V8","569e34c666ed0512","githumu","kariura",NA,6
"16423","efb05223","V10","5a5e2e5463ba4234","githumu","kariua",NA,6
"16424","eff0a430","V1","192f918342eebf84","kagaari","irangi",NA,5
"16425","eff0a430","V2","1d4494b668d962f3","kagaari","embu forest station",NA,17
"16426","eff0a430","V5","61107f0e5316cd7c","kagaari","embuforeststation",NA,15
"16427","eff0a430","V6","add0494728ef3207","kagaari","irangi forest station",NA,17
"16428","f0218450","V1","684dd55a687a6733","ngariama","muchagara",NA,7
"16429","f0218450","V2","0263e5ed549fab48","ngariama","mucagara",NA,6
"16430","f0218450","V3","31e5b895ab53d75a","ngariama","mshagara",NA,6
"16431","f0218450","V4","0fb64621869a986c","ngariama","kariru",NA,5
"16432","f02d422","V7","d9c6f705f3a700f5","fort hall","gatunguru",NA,9
"16433","f02d422","V9","583efe0c580d96f1","fort hall","kairosublocation",NA,14
"16434","f02d422","V10","6dea916ce2606a48","fort hall","kairo sublocation",NA,14
"16435","f065ba11","V1","993af645dad44a76","nkuene","usueni",NA,3
"16436","f065ba11","V3","bc978d257d09d939","nkuene","tseikuru",NA,7
"16437","f065ba11","V5","19a20cdfed12b8f6","nkuene","tana river",NA,8
"16438","f065ba11","V6","3fec4d3ddf36583e","nkuene","kamuga",NA,6
"16439","f065ba11","V9","83ad9f9c7d50dc31","nkuene","kathangachini",NA,11
"16440","f068897d","V1","952fd3ff5f2180ad","embu","kaamarandi",NA,9
"16441","f068897d","V9","cbb2a414449a6a9a","embu","kogari",NA,6
"16442","f0691d90","V1","eedf56ad4050d94a","settled area","makindi",NA,11
"16443","f0691d90","V2","bdd3c24a47d74a02","settled area","mackenzie",NA,10
"16444","f0691d90","V4","457485872c22a184","settled area","kenyacannersplantations",NA,19
"16445","f08da860","V1","54864c10155fbe31","naaro","naromoru",NA,5
"16446","f08da860","V2","2d6ce443b03a6939","naaro","kangaita",NA,6
"16447","f08da860","V3","47fee23d180ca50f","naaro","thagara",NA,4
"16448","f08da860","V4","95339fa2b56c6f74","naaro","sagara",NA,3
"16449","f08da860","V5","8d4be92a3ef2fbdc","naaro","macmillanpeak",NA,11
"16450","f08da860","V6","a65f17b037081861","naaro","delamerepeak",NA,10
"16451","f08da860","V7","767af4ae4c1e7530","naaro","coryndonpeak",NA,11
"16452","f08da860","V8","c7c6d1c56f6eaa72","naaro","karangaita",NA,8
"16453","f08da860","V9","d1db8d86e055b515","naaro","kenya mount",NA,8
"16454","f0a0624","V1","149f72f1ceaf60eb","ndunyu","kabaru",NA,5
"16455","f0a0624","V4","d9250b4ff3278da2","ndunyu","littlesagana",NA,12
"16456","f0a0624","V5","b560e337507076a5","ndunyu","gathakaini",NA,10
"16457","f0a0624","V6","617a0e09e96d2f0b","ndunyu","little sagana",NA,13
"16458","f0a0ab1d","V2","63fc5cd14a66c385","location 8","murarandiatwo",NA,11
"16459","f0a0ab1d","V8","f36a25845d9df2c1","location 8","gathaithi",NA,9
"16460","f0be4a56","V1","9c38ebd0c665f624","mununga","kinyonatrack",NA,9
"16461","f0be4a56","V2","39ab2dc7e249af04","mununga","kinyonaforestguardpost",NA,18
"16462","f0be4a56","V3","a1a282912dc672e9","mununga","munungatrack",NA,5
"16463","f0be4a56","V4","ed81a8a21237e420","mununga","kinyona forest guard post",NA,21
"16464","f0be4a56","V5","48d9334f5789834c","mununga","kinyona track",NA,10
"16465","f0be4a56","V10","066d13765e5dddc4","mununga","mununga track",NA,6
"16466","f0e03a2a","V9","1503b7c502497cdf","upper kahuti","kahuti sublocation",NA,15
"16467","f0e03a2a","V10","37e0c9455bbabdb1","upper kahuti","kahuti",NA,6
"16468","f0ebaf22","V1","32842775e7ed323c","sagana","mutithi",NA,7
"16469","f0ebaf22","V3","c89029b5086f69a1","sagana","kabiriri",NA,7
"16470","f0ebaf22","V5","131dde09a248dd37","sagana","kandongo",NA,6
"16471","f0ebaf22","V9","6ebfa59ca229a521","sagana","kandongu",NA,6
"16472","f0f23cf4","V1","ce78b1dca897f0b2","south kinangop","kariani",NA,11
"16473","f0f23cf4","V2","e0d40ad6f08975b2","south kinangop","kiriani",NA,11
"16474","f0fe4285","V10","df30ed3f92e7ad3e","gaturi","ina",NA,6
"16475","f12b8fa8","V1","f430d4ecf1e8b2cc","thika township","caltex service station",NA,19
"16476","f12b8fa8","V2","f541ba7638da97db","thika township","shell service station",NA,17
"16477","f12b8fa8","V3","cf010c9b4a0c3b33","thika township","biashara",NA,11
"16478","f12b8fa8","V5","14509e9ec4c31462","thika township","commercial st",NA,14
"16479","f12b8fa8","V7","80005dd766e03ec6","thika township","kwame nkrumah",NA,13
"16480","f12b8fa8","V8","be361aee3694926b","thika township","total",NA,12
"16481","f12b8fa8","V10","c710a7a5ad93d3c8","thika township","kwame nkurumah road",NA,17
"16482","f149591e","V8","343ab4f6eaee9df5","location 8","kionjoinisublocation",NA,14
"16483","f149591e","V9","a23b8fd8afb9f335","location 8","kionjoini sublocation",NA,15
"16484","f1577e89","V1","bdf0f8f35f150b0d","gaturi loc15","kigongo",NA,10
"16485","f1577e89","V6","d239b54707fc1eb9","gaturi loc15","gaturi",NA,6
"16486","f1577e89","V8","be68fcde570c523c","gaturi loc15","kangure",NA,10
"16487","f15d4329","V1","0e10ad93d3d46f81","kigiri","barguret",NA,6
"16488","f15d4329","V2","784e513697f60ec2","kigiri","burguret",NA,6
"16489","f15d4329","V5","72b3c4796d9317a7","kigiri","larash oldoinyo",NA,14
"16490","f15d4329","V6","2dca6cf0f947a397","kigiri","oldopaiestate",NA,12
"16491","f15d4329","V7","dfd706ed3021713a","kigiri","montecarloranch",NA,14
"16492","f15d4329","V8","2e37217306d5c37e","kigiri","engare ngobit",NA,10
"16493","f15d4329","V9","035dc2701aa06226","kigiri","engare ongobit",NA,11
"16494","f17bff9d","V1","6ac95f145b6689e2","canyon farm","kahurura",NA,9
"16495","f17bff9d","V3","6dd9dc7e3658a677","canyon farm","karogoto",NA,9
"16496","f17bff9d","V4","89ff2e801ddb0b24","canyon farm","kamatu",NA,9
"16497","f17bff9d","V6","675faaf15ea03507","canyon farm","baricho",NA,10
"16498","f17bff9d","V7","dae85e4809199daa","canyon farm","gaturiri",NA,9
"16499","f17bff9d","V8","02cd603dae6885d6","canyon farm","likinorth",NA,10
"16500","f17bff9d","V9","bbb039fd8c742687","canyon farm","kirugutu",NA,11
"16501","f17bff9d","V10","a3c1f3728918cb51","canyon farm","liki north",NA,10
"16502","f18722d3","V4","67b4def3d6d12b9a","location 1","unjirusublocation",NA,11
"16503","f18722d3","V5","e98fbdf72073b1ef","location 1","kagere",NA,9
"16504","f18722d3","V6","5cd948f9483ed71c","location 1","tegessifarm",NA,10
"16505","f18722d3","V7","269d5e54f2a942dc","location 1","makaliakiboso",NA,11
"16506","f18722d3","V8","07048ea918f693d6","location 1","tegessi farm",NA,11
"16507","f1a6f4c","V1","8ece8687845117eb","gaturi","kamiu",NA,5
"16508","f1a6f4c","V6","7dae9f771f133772","gaturi","embu",NA,5
"16509","f1acba70","V1","47d29db350f6e85e","tohanara","kiamuturi forest guard post",NA,23
"16510","f1acba70","V4","6fe19f95362db5f3","tohanara","kiamuturiforestguardpost",NA,20
"16511","f1acba70","V5","4ab61d8dd7c6794e","tohanara","nyaore",NA,6
"16512","f1acba70","V6","975f781ddd0886dd","tohanara","gikai",NA,7
"16513","f1d029d2","V1","ceb817614f1c77e6","oloropil","olorropil",NA,1
"16514","f1d029d2","V3","6620a1eef1fe3c21","oloropil","oloropil",1,0
"16515","f1d029d2","V10","c3e107301ec285c4","oloropil","baboon",NA,7
"16516","f21c4a1d","V1","5e4088f06106d295","kireri","githima sublocation",NA,17
"16517","f21c4a1d","V4","0d7d9c5997ca2cba","kireri","kimande",NA,5
"16518","f21c4a1d","V5","9d810fc360291c24","kireri","kiahiti",NA,4
"16519","f21c4a1d","V6","ed693ee94b7d99ec","kireri","kirere",NA,1
"16520","f21c4a1d","V8","03fdbeadcd7b5019","kireri","githima",NA,6
"16521","f21c4a1d","V9","5af8369b35b640f1","kireri","turuturu",NA,6
"16522","f21c4a1d","V10","58b2ad1f9ffd4517","kireri","kariaini",NA,5
"16523","f222eeed","V1","1ac2628f26760323","forest","fort hall forest",NA,10
"16524","f222eeed","V2","7fa2f8300efa42c2","forest","elephant the",NA,11
"16525","f222eeed","V10","ea8cc7a2cb504540","forest","the elephant",NA,10
"16526","f22dd4b1","V1","ddfdd9aa4b2c3faa","location 8","gaturi sublocation",NA,12
"16527","f22dd4b1","V2","794bad2aab446e50","location 8","ngaru",NA,9
"16528","f22dd4b1","V8","c1fffe927937887d","location 8","gaturisublocation",NA,11
"16529","f22dd4b1","V9","7a202c07124b3e0b","location 8","ihinga",NA,8
"16530","f22dd4b1","V10","3d0ddbd093c3f06d","location 8","iregi",NA,9
"16531","f22eefdd","V1","8d95043652a4e5ac","nombuchi","inono plantation",NA,13
"16532","f22eefdd","V3","ab006efe37369cda","nombuchi","gikiriri",NA,7
"16533","f22eefdd","V5","d42ad631851c68d8","nombuchi","inonoplantation",NA,12
"16534","f22eefdd","V7","2169c1135f03b625","nombuchi","ruguru",NA,7
"16535","f22eefdd","V9","02798a7ac2b02e24","nombuchi","hombe",NA,5
"16536","f22eefdd","V10","0408a71dbf1268ff","nombuchi","mombochi",NA,2
"16537","f2719fc7","V1","fddfbee7b24c14ad","gachege","kajiado",NA,6
"16538","f2719fc7","V2","7256c9119045f165","gachege","nakuru",NA,6
"16539","f2719fc7","V3","4233044529b5a5c6","gachege","north kaptei",NA,10
"16540","f2719fc7","V5","ccbb4b2f0f59d2af","gachege","kitenkela",NA,8
"16541","f2719fc7","V7","f2728e5213d13de0","gachege","konza",NA,7
"16542","f2719fc7","V8","bcd5d192e6f1e7c9","gachege","kajiado county",NA,12
"16543","f28e39a5","V5","b540950619fa48dd","baricho","kathare",NA,6
"16544","f28efdb4","V1","c45eb0020e49e711","nr githumu","gichagiinisublocation",NA,18
"16545","f28efdb4","V2","6a1cbb0996ee5945","nr githumu","gichagiini",NA,10
"16546","f28efdb4","V3","f01d5f98b0f00301","nr githumu","kaiheho",NA,8
"16547","f28efdb4","V5","1c47e380df8ceceb","nr githumu","kiaheho",NA,8
"16548","f28efdb4","V8","9d77dd04d9d343ee","nr githumu","kaiheo",NA,8
"16549","f28efdb4","V9","dfafcb7ba7dfb117","nr githumu","gichagiini sublocation",NA,19
"16550","f2ceabb4","V2","5edb22bb176eddba","fort hall","kaharo",NA,7
"16551","f2ceabb4","V4","3110bf9f09702d71","fort hall","kahaaro",NA,8
"16552","f2cfa0c","V1","fe4df704247fbe1d","ihitha","thegenge",NA,7
"16553","f2cfa0c","V3","a8aeac68ca508f09","ihitha","huguini",NA,7
"16554","f2cfa0c","V6","1ed0dd42cbeef07c","ihitha","ihithe",NA,1
"16555","f2cfa0c","V10","5fa169c1ec3e70d7","ihitha","hithe",NA,2
"16556","f2edc442","V1","c7c4e728bfdf90eb","police post","gunia",NA,10
"16557","f2edc442","V2","d07b9640c4a531e5","police post","mathakwa",NA,11
"16558","f2edc442","V3","8d95043652a4e5ac","police post","inono plantation",NA,14
"16559","f2edc442","V5","ab006efe37369cda","police post","gikiriri",NA,10
"16560","f2edc442","V7","d42ad631851c68d8","police post","inonoplantation",NA,13
"16561","f2edc442","V9","40108fe2f0d6e2d9","police post","hombe",NA,9
"16562","f319c25e","V5","9f3fadff1a9ac614","location 4","murukakandara road",NA,16
"16563","f321cee8","V1","8becb94ad87bcd5e","kiawambogo","kiawambogo",1,0
"16564","f321cee8","V2","dbcc0a7358353427","kiawambogo","iawambogo",NA,1
"16565","f321cee8","V6","f5fe742570e89bf7","kiawambogo","kangema",NA,8
"16566","f321cee8","V7","c9a056e4fc94366a","kiawambogo","kihoya",NA,7
"16567","f33e4431","V1","44aa01b5e9b1b83e","kabare","karia",NA,4
"16568","f33e4431","V2","1af733598cabd74d","kabare","nduini sublocation",NA,16
"16569","f33e4431","V3","36a76c530a188e8b","kabare","kiria",NA,5
"16570","f37dcfaf","V1","027726bbdfc983fb","nairagie ngare","nairagie ngare",1,0
"16571","f37dcfaf","V2","20ed45f0d8180b2a","nairagie ngare","nairagiengare",NA,1
"16572","f37dcfaf","V8","ede30f47b50d7adf","nairagie ngare","sintakara",NA,11
"16573","f37dcfaf","V10","a6d83946eccf4e2e","nairagie ngare","nasampolai",NA,10
"16574","f39e1535","V1","fb35b2e1c46177f3","wisdoms farm","mkungi",NA,11
