document_number,document_district,document_date,file_name,document_page_number,paragraph_number,event_date,location_text,map_coordinate,type,initiator,initiator_numbers,target,target_numbers,affected_count,government_killed,government_wounded,government_captured,rebels_killed,rebels_wounded,rebels_captured,civilians_killed,civilians_wounded,civilians_captured
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4593_1L,1,404/54,,,,Theft,Terrorists,,Livestock,,53,,,,,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4593_1L,1,405/54,21.05.1954,ALLAN DAVIES,HZR 4053,Theft,Terrorists,,Livestock,,38,,,,,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4593_1L,1,405/54,21.05.1954,ALLAN DAVIES,HZR 4053,Vandalism,Terrorists,,Livestock,,6,,,,,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4593_1L,1,405/54,21/22.05.1954,NELSON,HZR 2985,Theft,Terrorists,,Livestock,,29,,,,,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4594_1L,2,406/54,,HICKMAN,HZR 2862,Theft,Terrorists,,Sheep,,69,,,,,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4594_1L,2,406/54,,FOREST,,Vandalism,Terrorists,,Sheep,,8,,,,,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4594_1L,2,406/54,,FOREST,HZR 2859,Vandalism,Terrorists,,Sheep,,61,,,,,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4594_1L,2,406/54,,VAN DAM,HZR 3770,Theft,Terrorists,,Sheep,,60,,,,,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4594_1L,2,407/54,21.05.1954,AGUTHI,,Contact,Terrorists,,Government,,,,1,,,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4594_1L,2,408/54,,,,Contact,Government,,Terrorists,,,,,,2,,2,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4594_1L,2,409/54,,SQUAIR'S,HZR 140751,Contact,Police Patrol,,Gang,4,,,,,1,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4594_1L,2,409/55,,CLARK'S FARM,HZR 182668,Contact,Police Patrol,,Gang,4,,,,,1,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4594_1L,2,406/54,,HICKMAN,HZR 2862,Theft,Terrorists,,Livestock,,69,,,,,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4594_1L,2,406/54,,FOREST,,Vandalism,Terrorists,,Livestock,,8,,,,,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4594_1L,2,406/54,,FOREST,HZR 2859,Vandalism,Terrorists,,Livestock,,61,,,,,,,,,
27,NYERI,For The Week Ending 27th May 1954,Nyeri_FCO_141-5758_IMG_4594_1L,2,406/54,,VAN DAM,HZR 3770,Theft,Terrorists,,Livestock,,60,,,,,,,,,
28,NYERI,18th September 1953,Nyeri_FCO_141-5757_IMG_2062_1L,1,563/53,,,,Theft,Terrorist,,Sheep,,Some,,,,,,,,,
28,NYERI,18th September 1953,Nyeri_FCO_141-5757_IMG_2062_1L,1,563/53,,,,Capture,Terrorist,,Gang,,,,,,,,26,,,
28,NYERI,18th September 1953,Nyeri_FCO_141-5757_IMG_2062_1L,1,564/53,13.09.1953,"AGUTHI, MATHIRA",,Murder,Terrorist,,Civilian,,,,,,,,,6,,
28,NYERI,18th September 1953,Nyeri_FCO_141-5757_IMG_2062_1L,1,565/53,14.09.1953,KIRIMIKUYU,,Kidnap,Gang,5,Civilian,1,1,,,,,,,,,
28,NYERI,18th September 1953,Nyeri_FCO_141-5757_IMG_2062_1L,1,563/53,,,,Theft,Terrorist,,Livestock,,Some,,,,,,,,,
28,NYERI,18th September 1953,Nyeri_FCO_141-5757_IMG_2063_1L,2,567/53,13.09.1953,AGUTHI,,Arson,Terrorist,,gang,Unknown,Unknown,,,,,,,,,
28,NYERI,18th September 1953,Nyeri_FCO_141-5757_IMG_2063_1L,2,567/53,13.09.1953,AGUTHI,,Arson,Terrorist,,House,,1,,,,,,,,,
28,NYERI,18th September 1953,Nyeri_FCO_141-5757_IMG_2063_1L,2,568/53,,,,Capture,Government,,Terrorist,,,,,,,,23,,,
28,NYERI,18th September 1953,Nyeri_FCO_141-5757_IMG_2063_1L,2,369/53,14.09.1953,KIRIMIKUYU,,Contact,Police and Military,,Terrorist,,,,,,13,,,,,
28,NYERI,18th September 1953,Nyeri_FCO_141-5757_IMG_2064_1L,3,374/53,,,,Capture,Kikuyu Guard,,Terrorist,,,,,,,,26,,,
28,NYERI,18th September 1953,Nyeri_FCO_141-5757_IMG_2064_1L,3,375/53,,MATHIRA,,Contact,Government,,Terrorist,,,,,,5,,,,,
28,NYERI,For The Week Ending 3rd June 1954,Nyeri_FCO_141-5758_IMG_4590_1L,1,421/54,30.05.1954,O'HAGAN'S FARM,HZR 505675,Theft,Gang,30,Cattle,4,4,,,,,,,,,
28,NYERI,For The Week Ending 3rd June 1954,Nyeri_FCO_141-5758_IMG_4590_1L,1,421/54,30.05.1954,O'HAGAN'S FARM,HZR 505675,Vandalism,Gang,30,Cattle,4,1,,,,,,,,,
28,NYERI,For The Week Ending 3rd June 1954,Nyeri_FCO_141-5758_IMG_4590_1L,1,422/54,03.06.1954,AGRICULTUREAL DEPARTMENT SEED FARM,,Theft,Terrorists,,Livestock,31,31,,,,,,,,,
28,NYERI,For The Week Ending 3rd June 1954,Nyeri_FCO_141-5758_IMG_4590_1L,1,423/54,,,,Contact,Government,,Terrorists,,,,,,1,,1,,,
28,NYERI,For The Week Ending 3rd June 1954,Nyeri_FCO_141-5758_IMG_4590_1L,1,421/54,30.05.1954,O'HAGAN'S FARM,HZR 505675,Theft,Gang,30,Livestock,4,4,,,,,,,,,
28,NYERI,For The Week Ending 3rd June 1954,Nyeri_FCO_141-5758_IMG_4590_1L,1,421/54,30.05.1954,O'HAGAN'S FARM,HZR 505675,Vandalism,Gang,30,Livestock,4,1,,,,,,,,,
28,NYERI,For The Week Ending 3rd June 1954,Nyeri_FCO_141-5758_IMG_4591_1L,2,424/54,30.05.1953,TOZER'S,HZR 376924,Capture, KAR & Police,7,Terrorist,,,,,,,,1,,,
28,NYERI,For The Week Ending 3rd June 1954,Nyeri_FCO_141-5758_IMG_4591_1L,2,425/54,29.06.1954,,HZR 435848,Contact,Police,,Terrorist,,,,,,1,,,,,
28,NYERI,For The Week Ending 3rd June 1954,Nyeri_FCO_141-5758_IMG_4591_1L,2,426/54,01.06.1954,,HZR 321598,Contact,K.A.R.,7,gang,,,,,,,1,,,,
29,NYERI,7th March 1952,Nyeri_FCO_141-5721_IMG_1018_1L,1,iii (c),,,,Contact,Police,,Terrorist,,,,,,2,,,,,
29,NYERI,25th September 1953,Nyeri_FCO_141-5757_IMG_2058_1L,1,378/53,,,,Contact,Government,,Terrorist,,,,,,4,,,,,
29,NYERI,25th September 1953,Nyeri_FCO_141-5757_IMG_2058_1L,1,379/53,19.09.1953,TETU,,Murder,Terrorist,,Civilian,,,1,,,,,,,,
29,NYERI,25th September 1953,Nyeri_FCO_141-5757_IMG_2058_1L,1,379/53,21.09.1953,GETHI and Muhito,,Murder,Terrorist,,Civilian,,,,,,,,,3,,
29,NYERI,25th September 1953,Nyeri_FCO_141-5757_IMG_2058_1L,1,380/53,18.09.1953,GAKINDU,,Attack,Terrorist,,Guard,,,,6,,,,,,,
29,NYERI,25th September 1953,Nyeri_FCO_141-5757_IMG_2058_1L,1,380/53,18.09.1953,GAKINDU,,Kidnap,Terrorist,,Guard,,6,,,,,,,,,
29,NYERI,25th September 1953,Nyeri_FCO_141-5757_IMG_2058_1L,1,380/53,17.09.1953,MAHIGA,,Contact,Gang,,Guard,,,,1,,,,,,,
29,NYERI,25th September 1953,Nyeri_FCO_141-5757_IMG_2059_1L,2,381/53,,,,Capture,Government,,Terrorist,,,,,,,,1,,,
29,NYERI,25th September 1953,Nyeri_FCO_141-5757_IMG_2059_1L,2,382/53,16.09.1953,MAHIGA,,Arson,Terrorist,,House,,1,,,,,,,,,
29,NYERI,25th September 1953,Nyeri_FCO_141-5757_IMG_2059_1L,2,383/53,,,,Capture,Government,,Terrorist,,,,,,,,,,,
29,NYERI,25th September 1953,Nyeri_FCO_141-5757_IMG_2059_1L,2,384/53,,,,Contact,Government,,Terrorist,,,,,,12,,,,,
29,NYERI,25th September 1953,Nyeri_FCO_141-5757_IMG_2059_1L,2,389/53,,TETU,,Theft,Terrorist,,Livestock,,39,,,,,,,,,
29,NYERI,For The Week Ending 11th June 1954,Nyeri_FCO_141-5758_IMG_4587_1L,1,433/54,10/11.06.1954,MR.LUIS' FARM,HZR 338662,Theft,Terrorists,,Livestock,55,55,,,,,,,,,
29,NYERI,For The Week Ending 11th June 1954,Nyeri_FCO_141-5758_IMG_4587_1L,1,434/54,,,,Contact,Government,,Terrorists,,,,,,7,,2,,,
29,NYERI,For The Week Ending 11th June 1954,Nyeri_FCO_141-5758_IMG_4587_1L,1,436/54,05.06.1954,,HZR 421580,Contact,Terrorists,,European K.P.R. Officer,,,1,,,,,,,,
29,NYERI,For The Week Ending 11th June 1954,"Nyeri_FCO_141-5758_IMG_4587_1L , Nyeri_FCO_141-5758_IMG_4588_1L","1,2",437/54,05.06.1954,,,Murder,Gang,,Civilian,,,,,,,,,1,,
29,NYERI,For The Week Ending 11th June 1954,Nyeri_FCO_141-5758_IMG_4588_1L,2,438/54,09.06.1954,MALONEY'S,HZR 404541,Theft,Terrorists,,Head of Cattle,20,20,,,,,,,,,
29,NYERI,For The Week Ending 11th June 1954,Nyeri_FCO_141-5758_IMG_4588_1L,2,438/54,05/06.06.1954,COLES ESTATE,HZR 429799,Theft,Terrorists,,Sheep,17,17,,,,,,,,,
29,NYERI,For The Week Ending 11th June 1954,Nyeri_FCO_141-5758_IMG_4588_1L,2,440/54,,,,Contact,Government,,Terrorists,,,,,,8,,2,,,
29,NYERI,For The Week Ending 11th June 1954,Nyeri_FCO_141-5758_IMG_4588_1L,2,441/54,07.06.1954,CLARK'S FARM,HZR 228645,Contact,Farm Guard,,Terrorists,,,,,,1,2,,,,
29,NYERI,For The Week Ending 11th June 1954,Nyeri_FCO_141-5758_IMG_4588_1L,2,438/54,09.06.1954,MALONEY'S,HZR 404541,Theft,Terrorists,,Livestock,20,20,,,,,,,,,
29,NYERI,For The Week Ending 11th June 1954,Nyeri_FCO_141-5758_IMG_4588_1L,2,438/54,05/06.06.1954,COLES ESTATE,HZR 429799,Theft,Terrorists,,Livestock,17,17,,,,,,,,,
29,NYERI,For The Week Ending 11th June 1954,"Nyeri_FCO_141-5758_IMG_4588_1L , Nyeri_FCO_141-5758_IMG_4589_1L","2,3",443/54,05.06.1954,TOZER'S FARM,HZR 374924,Contact,Government,,Terrorists,,,,,,1,,2,,,
29,NYERI,For The Week Ending 11th June 1954,Nyeri_FCO_141-5758_IMG_4589_1L,3,448/54,,LUIS FARM,HZR 338662,Theft,Terrorists,,Stock,Some,Some,,,,,,,,,
30,NYERI,2nd October 1953,Nyeri_FCO_141-5757_IMG_2054_1L,1,394/53,,,,Theft,Terrorist,,Livestock,26,26,,,,,,,,,
30,NYERI,2nd October 1953,Nyeri_FCO_141-5757_IMG_2054_1L,1,395/53,,"MATHIRA, THEGENGE, AGUTHI",,Murder,Terrorist,,Civilian,,,,,,,,,13,,
30,NYERI,2nd October 1953,Nyeri_FCO_141-5757_IMG_2054_1L,1,395/53,29.09.1953,,,Contact,Police,,Terrorist,,,,,,5,,,,,
30,NYERI,2nd October 1953,Nyeri_FCO_141-5757_IMG_2055_1L,2,396/53,29.09.1953,KONYU,,Attack,Terrorist,,Civilian,,,,,,,,,,2,
30,NYERI,2nd October 1953,Nyeri_FCO_141-5757_IMG_2055_1L,2,396/53,29.09.1953,KONYU,,Arson,Terrorist,,Huts,2,2,,,,,,,,,
30,NYERI,2nd October 1953,Nyeri_FCO_141-5757_IMG_2055_1L,2,398/53,29.09.1953,,,Contact,Terrorist,,Government,,,1,,,,,,,,
30,NYERI,2nd October 1953,Nyeri_FCO_141-5757_IMG_2055_1L,2,398/53,,,,Theft,Terrorist,,Arms,Some,Some,,,,,,,,,
30,NYERI,2nd October 1953,Nyeri_FCO_141-5757_IMG_2055_1L,2,399/53,29.09.1953,KONYU,,Arson,Terrorist,,Huts,5,5,,,,,,,,,
30,NYERI,2nd October 1953,Nyeri_FCO_141-5757_IMG_2055_1L,2,400/53,,"MATHIRA, NORTH TETU, OTHAYA",,Capture,Government,,Terrorist,,,,,,,,34,,,
30,NYERI,2nd October 1953,"Nyeri_FCO_141-5757_IMG_2055_1L, Nyeri_FCO_141-5757_IMG_2056_1L","2,3",401/53,,AGUTHI,,Contact,Kikuyu Guard,,Terrorist,,,,,,21,,,,,
30,NYERI,2nd October 1953,Nyeri_FCO_141-5757_IMG_2056_1L,3,406/53,,TETU,,Theft,Terrorist,,Livestock,26,26,,,,,,,,,
30,NYERI,2nd October 1953,Nyeri_FCO_141-5757_IMG_2057_1L,4,407/53,,,,Murder,Terrorist,,Government,,,1,,,,,,,,
30,NYERI,2nd October 1953,Nyeri_FCO_141-5757_IMG_2057_1L,4,410/53,,,,Murder,Terrorist,,Government,,,1,,,,,,,,
30,NYERI,For The Week Ending 17th June 1954,Nyeri_FCO_141-5758_IMG_4585_1L,1,451/54,,NGOBIT,,Theft,Terrorists,,Stock,2,2,,,,,,,,,
30,NYERI,For The Week Ending 17th June 1954,Nyeri_FCO_141-5758_IMG_4585_1L,1,452/54,16.06.1954,COLES ESTATE,,Theft,Terrorists,,Sheep,53,53,,,,,,,,,
30,NYERI,For The Week Ending 17th June 1954,Nyeri_FCO_141-5758_IMG_4585_1L,1,453/54,13/14.06.1954,,,Drove off,home guards,,Terrorists,10,,,,,,,,,,
30,NYERI,For The Week Ending 17th June 1954,Nyeri_FCO_141-5758_IMG_4585_1L,1,455/54,,,,Theft,Terrorists,,Head of Cattle and Sheep,72,72,,,,,,,,,
30,NYERI,For The Week Ending 17th June 1954,Nyeri_FCO_141-5758_IMG_4585_1L,1,455/54,17.06.1954,MILES FLETCHER,HZR 0496,Theft,Terrorists,,Sheep,14,14,,,,,,,,,
30,NYERI,For The Week Ending 17th June 1954,Nyeri_FCO_141-5758_IMG_4585_1L,1,452/54,16.06.1954,COLES ESTATE,,Theft,Terrorists,,Livestock,53,53,,,,,,,,,
30,NYERI,For The Week Ending 17th June 1954,Nyeri_FCO_141-5758_IMG_4585_1L,1,455/54,,,,Theft,Terrorists,,Livestock,72,72,,,,,,,,,
30,NYERI,For The Week Ending 17th June 1954,Nyeri_FCO_141-5758_IMG_4585_1L,1,455/54,17.06.1954,MILES FLETCHER,HZR 0496,Theft,Terrorists,,Livestock,14,14,,,,,,,,,
30,NYERI,For The Week Ending 17th June 1954,Nyeri_FCO_141-5758_IMG_4586_1L,2,456/54,,,,Contact,Government,,Terrorists,,,,,,5,,,,,
30,NYERI,For The Week Ending 17th June 1954,Nyeri_FCO_141-5758_IMG_4586_1L,2,457/54,12.06.1954,,HZR 424568,Contact,Patrol,,Gang,50,,,,,1,2,,,,
30,NYERI,For The Week Ending 17th June 1954,Nyeri_FCO_141-5758_IMG_4586_1L,2,457/54,,MOUNT KENYA FOREST,HZR 4862,Contact,Patrol,,Terrorists,,,,,,2,,,,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2049_1L,1,412/53,,SOUTH NYERI,,Murder,Terrorist,,Civilian,,,,,,,,,16,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2049_1L,1,412/53,04.10.1953,,,Contact,Government,,Kikuyu Guard,,,2,,,,,,,,
31,NYERI,9th October 1953,"Nyeri_FCO_141-5757_IMG_2049_1L, Nyeri_FCO_141-5757_IMG_2050_1L","1,2",412/53,04.10.1953,SOUTH NYERI,,Murder,Government,,Terrorist,,,,,,16,,,,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2050_1L,2,413/53,2/3.10.1953,THEGENGE,,Assault,Gang,8,Civilian,,,,,,1,,,,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2050_1L,2,413/53,7.10.1953,MAGUTU,,Attack,Gang,,Civilian,,,,,,,,,,1,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2050_1L,2,414/53,07.10.1953,GETHI,,Capture,Government,,Terrorist,,,,,,,,3,,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2050_1L,2,415/53,04.10.1953,,,Contact,Government,,Terrorist,60,,,,,2,,,,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2050_1L,2,415/53,04.10.1953,,,Theft,Terrorist,60,Arms,3,3,,,,,,,,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2050_1L,2,415/53,04.10.1953,RUGURU,,Contact,Guard,,gang,,,1,,,,,,,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2050_1L,2,416/53,,"MATHIRA, NORTH TETU, OTHAYA",,Arson,Terrorist,,"Houses, Scohool",,16,,,,,,,,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2050_1L,2,413/53,2/3.10.1953,THEGENGE,,Assault,Gang,8,Civilian,,,,,,,,,1,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2050_1L,2,414/53,07.10.1953,,,Capture,Government,,Terrorist,,,,,,,,3,,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2050_1L,2,415/53,04.10.1953,,,Contact,Government,,Terrorist,,,,,,2,,,,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2050_1L,2,415/53,07.10.1953,,,Theft,Terrorist,,Arms,,4,,,,,,,,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2050_1L,2,416/53,,AGUTHI,,Arson,Terrorist,,Houses and School,,15,,,,,,,,,
31,NYERI,9th October 1953,"Nyeri_FCO_141-5757_IMG_2050_1L,  Nyeri_FCO_141-5757_IMG_2051_1L","2,3",416/53,,,,Capture,Government,,Terrorist,,,,,,,,16,,,
31,NYERI,9th October 1953,Nyeri_FCO_141-5757_IMG_2051_1L,3,417/53,,,,Contact,Government,,Terrorist,,,,,,29,,,,,
31,NYERI,9th October 1953,"Nyeri_FCO_141-5757_IMG_2051_1L, Nyeri_FCO_141-5757_IMG_2052_1L, Nyeri_FCO_141-5757_IMG_2053_1L","3,4,5",421/53,HZR 1170,,,Theft,Gang,,cattle,several,several,,,,,,,,,
31,NYERI,9th October 1953,"Nyeri_FCO_141-5757_IMG_2051_1L, Nyeri_FCO_141-5757_IMG_2052_1L, Nyeri_FCO_141-5757_IMG_2053_1L","3,4,5",421/53,HZR 1170,,,Theft,Gang,,Livestock,several,several,,,,,,,,,
31,NYERI,For The Week Ending 24th June 1954,Nyeri_FCO_141-5758_IMG_4582_1L,1,461/54,,MR. FERNANDES FARM,,Contact,Terrorists,,British Army Officer,,,1,,,,,,,,
31,NYERI,For The Week Ending 24th June 1954,Nyeri_FCO_141-5758_IMG_4582_1L,1,462/54,17.06.1954,MR. FERNANDES FARM,HZR 273657,Murder,Terrorists,,Civilian,,,,,,,,,1,,
31,NYERI,For The Week Ending 24th June 1954,"Nyeri_FCO_141-5758_IMG_4582_1L , Nyeri_FCO_141-5758_IMG_4583_1L","1,2",463/54,,,,Theft,Terrorists,,Head of Cattle,54,18,,,,,,,,,
31,NYERI,For The Week Ending 24th June 1954,"Nyeri_FCO_141-5758_IMG_4582_1L , Nyeri_FCO_141-5758_IMG_4583_1L","1,2",463/54,19.06.1954,BECKER,HZR 251770,Theft,Terrorists,,Head of Cattle,50,50,,,,,,,,,
31,NYERI,For The Week Ending 24th June 1954,"Nyeri_FCO_141-5758_IMG_4582_1L , Nyeri_FCO_141-5758_IMG_4583_1L","1,2",463/54,,,,Theft,Terrorists,,Livestock,54,18,,,,,,,,,
31,NYERI,For The Week Ending 24th June 1954,"Nyeri_FCO_141-5758_IMG_4582_1L , Nyeri_FCO_141-5758_IMG_4583_1L","1,2",463/54,19.06.1954,BECKER,HZR 251770,Theft,Terrorists,,Livestock,50,50,,,,,,,,,
31,NYERI,For The Week Ending 24th June 1954,Nyeri_FCO_141-5758_IMG_4583_1L,2,464/54,16.06.1954,CAMM'S,HZR 300625,Vandalism,Terrorists,,Heifers,4,4,,,,,,,,,
31,NYERI,For The Week Ending 24th June 1954,Nyeri_FCO_141-5758_IMG_4583_1L,2,466/54,17.06.1954,COLES ESTATE,HZR 343879,Contact,Police Patrol,,Gang,4,,,,,2,,,,,
31,NYERI,For The Week Ending 24th June 1954,Nyeri_FCO_141-5758_IMG_4583_1L,2,466/54,,MOUNT KENYA FOREST,HZR 553637,Contact,Police Patrol,,Gang,10,,,,,2,,,,,
31,NYERI,For The Week Ending 24th June 1954,Nyeri_FCO_141-5758_IMG_4583_1L,2,464/54,16.06.1954,CAMM'S,HZR 300625,Vandalism,Terrorists,,Livestock,4,4,,,,,,,,,
32,NYERI,16th October 1953,Nyeri_FCO_141-5757_IMG_2044_1L,1,426/53,,MATHIRA,,Contact,Government,,Gang,,,,,,37,,,,,
32,NYERI,16th October 1953,Nyeri_FCO_141-5757_IMG_2044_1L,1,427/53,,TETU,,Theft,Terrorist,,Livestock,,15,,,,,,,,,
32,NYERI,16th October 1953,Nyeri_FCO_141-5757_IMG_2044_1L,1,429/53,9/10.10.53,,,Contact,Government,,Terrorist,,,,,,1,,,,,
32,NYERI,16th October 1953,Nyeri_FCO_141-5757_IMG_2044_1L,1,429/53,14.10.1953,TETU,,Murder,Terrorist,,Government,,,1,,,,,,,,
32,NYERI,16th October 1953,Nyeri_FCO_141-5757_IMG_2045_1L,2,431/53,14.10.1953,KIMBURI,,Theft,Terrorist,,Arms,,2,,,,,,,,,
32,NYERI,16th October 1953,Nyeri_FCO_141-5757_IMG_2045_1L,2,432/53,,"MATHIRA, TETU",,Arson,Terrorist,,Houses,,15,,,,,,,,,
32,NYERI,16th October 1953,Nyeri_FCO_141-5757_IMG_2045_1L,2,433/53,,,,Capture,Government,,Terrorist,,,,,,,,24,,,
32,NYERI,16th October 1953,Nyeri_FCO_141-5757_IMG_2045_1L,2,434/53,,"MATHIRA, NORTH TETU, SOUTH TETU, OTHAYA",,Contact,Government,,Gang,,,,,,64,,,,,
32,NYERI,16th October 1953,Nyeri_FCO_141-5757_IMG_2045_1L,2,436/53,,TETU,,Contact,Government,,Terrorist,,,,,,10,,10,,,
32,NYERI,16th October 1953,Nyeri_FCO_141-5757_IMG_2047_1L,4,451/53,,,,Arson,Terrorist,,Huts,9,9,,,,,,,,,
32,NYERI,For The Week Ending 8th July 1954,Nyeri_FCO_141-5758_IMG_4580_1L,1,483/54,,,,Contact,K.A.R.,7,Gang,5,,,,,5,,,,,
32,NYERI,For The Week Ending 8th July 1954,Nyeri_FCO_141-5758_IMG_4580_1L,1,483/54,,PAYNE WILLIAMS,HZR 420582,Theft,Terrorists,,Head of Cattle,42,41,,,,,,,,,
32,NYERI,For The Week Ending 8th July 1954,Nyeri_FCO_141-5758_IMG_4580_1L,1,483/54,,DUFFY,HZR 225948,Theft,Gang,,Cattle,2,2,,,,,,,,,
32,NYERI,For The Week Ending 8th July 1954,Nyeri_FCO_141-5758_IMG_4580_1L,1,484/54,04.07.1954,MOUNT KENYA FOREST,,Theft,Terrorists,,Arms,1,1,,,,,,,,,
32,NYERI,For The Week Ending 8th July 1954,Nyeri_FCO_141-5758_IMG_4580_1L,1,484/54,,,HZR 477667,Contact,Government,,Gang,11,,,,,1,,,,,
32,NYERI,For The Week Ending 8th July 1954,Nyeri_FCO_141-5758_IMG_4580_1L,1,483/54,,PAYNE WILLIAMS,HZR 420582,Theft,Terrorists,,Livestock,42,41,,,,,,,,,
32,NYERI,For The Week Ending 8th July 1954,Nyeri_FCO_141-5758_IMG_4580_1L,1,483/54,,DUFFY,HZR 225948,Theft,Gang,,Livestock,2,2,,,,,,,,,
32,NYERI,For The Week Ending 8th July 1954,Nyeri_FCO_141-5758_IMG_4581_1L,2,485/54,,,,Contact,Government,,Terrorists,,,,,,7,,,,,
32,NYERI,For The Week Ending 8th July 1954,Nyeri_FCO_141-5758_IMG_4581_1L,2,485/54,07.07.1954,,HZR 556756,Contact,K.A.R.,5,Gang,5,,,,,5,,,,,
33,NYERI,3rd April 1952,Nyeri_FCO_141-5721_IMG_1008_1L,1,iii 2(c),5/8.03.1952,KINJO,,Arson,Terrorist,,Huts,,3,,,,,,,,,
33,NYERI,3rd April 1952,Nyeri_FCO_141-5721_IMG_1009_1L,2,h,,,,Capture,Government,,Terrorist,,,,,,,,1,,,
33,NYERI,23rd October 1953,Nyeri_FCO_141-5757_IMG_2039_1L,1,458/53,,"MOHITO, TETU, AGUTHI",,Murder,Terrorist,,Civilian,,,,,,,,,14,,
33,NYERI,23rd October 1953,Nyeri_FCO_141-5757_IMG_2039_1L,1,459/53,17.10.1953,RUGURU,,Kidnap,Gang,4,Kikuyu Guard,2,2,,,,,,,,,
33,NYERI,23rd October 1953,Nyeri_FCO_141-5757_IMG_2039_1L,1,460/53,19.10.1953,MAHIGA,,Assault,Gang,,Civilian,1,1,,,,,,,,,
33,NYERI,23rd October 1953,Nyeri_FCO_141-5757_IMG_2039_1L,1,460/53,19.10.1953,MAHIGA,,Contact,Gang,,Kikuyu Guard,,,,2,,,,,,,
33,NYERI,23rd October 1953,Nyeri_FCO_141-5757_IMG_2040_1L,2,462/53,17.10.1953,NJOGUINE,,Arson,Terrorist,,Huts,,14,,,,,,,,,
33,NYERI,23rd October 1953,Nyeri_FCO_141-5757_IMG_2040_1L,2,463/53,,"MATHIRA, OTHAYA",,Capture,Government,,Terrorist,,,,,,,,16,,,
33,NYERI,23rd October 1953,Nyeri_FCO_141-5757_IMG_2040_1L,2,464/53,17/18.10.1953,KIRIMIKUYU,,Contact,Police,,Gang,,,,,,52,,,,,
33,NYERI,23rd October 1953,Nyeri_FCO_141-5757_IMG_2041_1L,3,469/53,14.10.1953,KIMBURI,,Contact,Government,,Terrorist,,,,,,1,,,,,
33,NYERI,23rd October 1953,Nyeri_FCO_141-5757_IMG_2041_1L,3,473/53,,,,Theft,Terrorist,,Stock,,Some,,,,,,,,,
33,NYERI,23rd October 1953,Nyeri_FCO_141-5757_IMG_2043_1L,5,485/53,,,,Murder,Terrorist,,Civilian,,,,,,,,,2,,
33,NYERI,23rd October 1953,Nyeri_FCO_141-5757_IMG_2043_1L,5,485/53,,,,Arson,Terrorist,,Huts,,14,,,,,,,,,
33,NYERI,23rd October 1953,Nyeri_FCO_141-5757_IMG_2043_1L,5,486/53,,MATHIRA,,Contact,Security Force,,Gang,,,,,,54,,,,,
33,NYERI,For The Week Ending 15th July 1954,Nyeri_FCO_141-5758_IMG_4577_1L,1,493/54,,SQUAIRS,HZR 194748,Theft,Terrorists,,Cattle,67,56,,,,,,,,,
33,NYERI,For The Week Ending 15th July 1954,Nyeri_FCO_141-5758_IMG_4577_1L,1,493/54,,SQUAIRS,HZR 194748,Vandalism,Terrorists,,Cattle,67,4,,,,,,,,,
33,NYERI,For The Week Ending 15th July 1954,Nyeri_FCO_141-5758_IMG_4577_1L,1,493/54,,ANSTEY,HZR 2887,Theft,Terrorists,,Livestock,60,23,,,,,,,,,
